"Reach height, standing",Stature,"Eye height, standing",Shoulder height,"Fist height, standing","Thigh clearance, sitting","Elbow height, sitting","Popliteal height, sitting","Eye height, sitting",Sitting height,"Reach height, sitting",Breadth over the elbows,Shoulder breadth (bi-deltoid),Hip breadth,Elbow-finger tip length,Abdominal depth,Buttock-popliteal depth,Hand length,Hand width (with thumb),Body mass,"Cervical (c7) height, sitting","Cervical (c7)-backplane depth, sitting","Sacrum-backplane depth, sitting",Heel height,"Palm height, standing"
,,,520.0,,108.0,174.0,447.0,626.0,422.0,880.0,358.0,350.0,314.0,442.0,270.0,489.0,172.0,66.0,42.8,549.0,68.0,34.0,25.0,
1480.0,1518.0,1367.0,521.0,705.0,112.0,174.0,463.0,658.0,423.0,,480.0,388.0,408.0,425.0,344.0,495.0,165.0,73.0,66.2,550.0,47.0,12.0,40.0,
1692.0,1539.0,1405.0,499.0,628.0,132.0,174.0,474.0,642.0,426.0,,428.0,373.0,398.0,448.0,279.0,506.0,173.0,72.0,63.5,569.0,66.0,,48.0,
,,,508.0,,107.0,175.0,431.0,635.0,391.0,,448.0,366.0,305.0,397.0,241.0,433.0,157.0,73.0,41.1,540.0,100.0,7.0,40.0,
,,,447.0,,141.0,175.0,469.0,602.0,437.0,,365.0,325.0,294.0,437.0,381.0,580.0,177.0,62.0,38.9,512.0,10.0,108.0,32.0,
,1521.0,,576.0,718.0,118.0,176.0,487.0,702.0,467.0,,528.0,416.0,392.0,430.0,374.0,455.0,165.0,85.0,77.5,585.0,47.0,36.0,20.0,
1347.0,1373.0,1250.0,483.0,656.0,150.0,177.0,385.0,574.0,355.0,,399.0,340.0,331.0,399.0,326.0,440.0,164.0,71.0,48.0,509.0,96.0,11.0,30.0,
,,,543.0,,154.0,177.0,402.0,653.0,362.0,,495.0,394.0,450.0,430.0,189.0,465.0,181.0,75.0,59.6,532.0,66.0,7.0,40.0,
,1529.0,,588.0,809.0,100.0,177.0,502.0,,474.0,800.0,420.0,382.0,359.0,452.0,320.0,495.0,165.0,78.0,50.1,545.0,121.0,46.0,28.0,
1688.0,1569.0,1445.0,561.0,782.0,124.0,177.0,461.0,695.0,421.0,1005.0,433.0,393.0,430.0,460.0,322.0,517.0,176.0,77.0,66.5,587.0,86.0,7.0,40.0,
1805.0,1575.0,1464.0,522.0,709.0,106.0,178.0,483.0,647.0,443.0,1060.0,465.0,362.0,351.0,434.0,227.0,494.0,174.0,83.0,59.9,568.0,76.0,9.0,40.0,680.0
1575.0,1536.0,1422.0,544.0,702.0,153.0,178.0,448.0,686.0,413.0,,,406.0,403.0,428.0,370.0,502.0,175.0,76.0,76.8,598.0,114.0,31.0,35.0,
,,,514.0,,95.0,178.0,514.0,646.0,474.0,900.0,411.0,352.0,356.0,468.0,302.0,505.0,178.0,72.0,42.8,538.0,126.0,38.0,40.0,
,,,538.0,,88.0,178.0,462.0,598.0,422.0,980.0,362.0,334.0,332.0,448.0,287.0,525.0,176.0,78.0,41.5,562.0,106.0,41.0,40.0,
,,,475.0,,103.0,179.0,399.0,591.0,362.0,,379.0,350.0,353.0,408.0,314.0,458.0,160.0,66.0,47.0,517.0,76.0,21.0,37.0,
,,,500.0,,115.0,179.0,433.0,537.0,388.0,460.0,396.0,345.0,310.0,405.0,266.0,471.0,147.0,70.0,40.0,505.0,94.0,21.0,45.0,
1660.0,1588.0,1476.0,537.0,736.0,108.0,180.0,490.0,640.0,437.0,,376.0,400.0,403.0,452.0,296.0,492.0,183.0,69.0,68.5,587.0,96.0,10.0,53.0,
,,,523.0,,100.0,180.0,518.0,657.0,463.0,970.0,422.0,308.0,305.0,465.0,313.0,505.0,182.0,71.0,33.3,567.0,121.0,96.0,55.0,
1625.0,1442.0,1392.0,500.0,697.0,120.0,181.0,461.0,660.0,408.0,640.0,323.0,348.0,382.0,406.0,330.0,450.0,163.0,77.0,40.1,537.0,121.0,28.0,53.0,
1585.0,1552.0,1467.0,519.0,719.0,99.0,181.0,443.0,702.0,408.0,,449.0,380.0,372.0,437.0,277.0,473.0,173.0,78.0,55.0,596.0,71.0,3.0,35.0,
1621.0,1594.0,1476.0,536.0,762.0,125.0,181.0,490.0,691.0,463.0,,528.0,403.0,410.0,448.0,378.0,478.0,193.0,83.0,79.5,593.0,101.0,32.0,27.0,
1724.0,1611.0,1518.0,517.0,774.0,115.0,181.0,474.0,721.0,430.0,,437.0,380.0,398.0,440.0,301.0,512.0,182.0,69.0,62.0,603.0,75.0,34.0,44.0,
1535.0,1520.0,1397.0,520.0,742.0,134.0,181.0,424.0,612.0,399.0,880.0,500.0,390.0,375.0,448.0,348.0,514.0,175.0,73.0,61.5,547.0,108.0,27.0,25.0,690.0
1547.0,1491.0,1397.0,508.0,694.0,119.0,182.0,437.0,693.0,389.0,,474.0,379.0,371.0,415.0,305.0,421.0,165.0,69.0,58.5,573.0,74.0,7.0,48.0,
1615.0,1525.0,1422.0,526.0,708.0,117.0,182.0,443.0,697.0,413.0,,485.0,400.0,398.0,441.0,288.0,447.0,176.0,79.0,66.0,586.0,68.0,2.0,30.0,
,1426.0,,532.0,,128.0,182.0,434.0,682.0,389.0,,464.0,387.0,407.0,419.0,346.0,456.0,155.0,71.0,70.7,543.0,48.0,16.0,45.0,
1540.0,1463.0,1338.0,502.0,687.0,95.0,182.0,448.0,605.0,423.0,,403.0,374.0,342.0,443.0,287.0,457.0,161.0,68.0,46.3,528.0,61.0,31.0,25.0,
1687.0,1615.0,1487.0,550.0,706.0,89.0,182.0,470.0,671.0,460.0,,364.0,376.0,279.0,431.0,265.0,502.0,168.0,71.0,45.7,603.0,81.0,44.0,10.0,
1667.0,1538.0,1436.0,522.0,727.0,122.0,182.0,458.0,640.0,433.0,,458.0,346.0,394.0,454.0,327.0,504.0,165.0,81.0,58.0,550.0,76.0,4.0,25.0,
1751.0,1653.0,1523.0,554.0,746.0,137.0,182.0,469.0,720.0,454.0,,441.0,501.0,375.0,461.0,282.0,517.0,181.0,82.0,65.3,602.0,64.0,4.0,15.0,
1873.0,1625.0,1508.0,537.0,741.0,141.0,182.0,460.0,691.0,430.0,1000.0,415.0,369.0,376.0,497.0,296.0,543.0,202.0,77.0,61.5,596.0,111.0,13.0,30.0,765.0
1600.0,1472.0,1375.0,515.0,633.0,119.0,183.0,467.0,665.0,402.0,,365.0,377.0,341.0,438.0,281.0,444.0,180.0,79.0,52.0,545.0,54.0,51.0,65.0,
,,,511.0,,120.0,183.0,410.0,598.0,365.0,,480.0,423.0,433.0,419.0,308.0,459.0,183.0,78.0,63.0,525.0,95.0,39.0,45.0,
,1461.0,1310.0,533.0,,133.0,184.0,446.0,605.0,406.0,830.0,476.0,380.0,329.0,423.0,313.0,474.0,159.0,79.0,54.1,575.0,134.0,20.0,40.0,
1689.0,1597.0,1487.0,562.0,736.0,101.0,184.0,497.0,671.0,462.0,,446.0,369.0,341.0,451.0,326.0,485.0,189.0,78.0,52.6,588.0,93.0,20.0,35.0,
1661.0,1625.0,1492.0,548.0,730.0,132.0,184.0,473.0,720.0,428.0,,487.0,426.0,464.0,464.0,400.0,507.0,176.0,81.0,84.3,593.0,40.0,19.0,45.0,
1655.0,1565.0,1447.0,546.0,,129.0,184.0,473.0,688.0,433.0,,452.0,379.0,361.0,443.0,298.0,512.0,169.0,69.0,57.6,587.0,96.0,31.0,40.0,
1710.0,1508.0,1420.0,525.0,690.0,130.0,185.0,460.0,661.0,430.0,1040.0,458.0,345.0,375.0,420.0,275.0,423.0,173.0,77.0,61.1,535.0,66.0,1.0,30.0,663.0
1598.0,1502.0,1121.0,542.0,668.0,104.0,185.0,418.0,651.0,398.0,,375.0,354.0,315.0,398.0,258.0,434.0,158.0,74.0,47.2,602.0,70.0,16.0,20.0,
,,,518.0,,80.0,185.0,448.0,654.0,415.0,,468.0,442.0,357.0,429.0,327.0,450.0,160.0,69.0,62.5,590.0,114.0,13.0,33.0,
,,,558.0,,118.0,185.0,458.0,656.0,413.0,920.0,408.0,362.0,394.0,450.0,384.0,477.0,178.0,75.0,68.0,559.0,91.0,16.0,45.0,
1613.0,1569.0,1454.0,529.0,714.0,134.0,185.0,451.0,679.0,423.0,,315.0,380.0,372.0,462.0,269.0,498.0,178.0,73.0,55.4,575.0,98.0,14.0,28.0,
1740.0,1583.0,1491.0,533.0,708.0,138.0,185.0,385.0,700.0,365.0,1030.0,426.0,409.0,383.0,444.0,300.0,521.0,176.0,77.0,67.6,572.0,48.0,1.0,20.0,734.0
,,,555.0,735.0,167.0,185.0,397.0,701.0,357.0,,440.0,398.0,470.0,445.0,372.0,565.0,186.0,77.0,86.5,609.0,81.0,66.0,40.0,
1493.0,1417.0,1299.0,508.0,651.0,93.0,186.0,411.0,648.0,386.0,,371.0,366.0,322.0,399.0,238.0,412.0,151.0,71.0,37.5,528.0,36.0,14.0,25.0,
1419.0,1517.0,1406.0,502.0,755.0,104.0,186.0,497.0,693.0,458.0,590.0,402.0,361.0,343.0,427.0,257.0,456.0,170.0,79.0,48.0,550.0,27.0,18.0,39.0,
1653.0,1581.0,1468.0,544.0,745.0,95.0,186.0,482.0,671.0,437.0,,361.0,358.0,345.0,432.0,297.0,491.0,173.0,66.0,46.2,589.0,79.0,51.0,45.0,
1645.0,1461.0,1402.0,491.0,649.0,115.0,186.0,430.0,641.0,408.0,970.0,373.0,333.0,321.0,438.0,239.0,508.0,164.0,70.0,43.4,500.0,54.0,1.0,22.0,674.0
,,,545.0,,95.0,187.0,449.0,704.0,429.0,,435.0,392.0,350.0,420.0,297.0,459.0,170.0,70.0,57.4,585.0,94.0,21.0,20.0,
1527.0,1468.0,1363.0,525.0,698.0,128.0,187.0,396.0,675.0,356.0,,464.0,412.0,427.0,428.0,358.0,510.0,161.0,75.0,79.0,567.0,76.0,3.0,40.0,
1777.0,1543.0,1429.0,536.0,714.0,150.0,187.0,450.0,654.0,415.0,1020.0,406.0,402.0,415.0,473.0,396.0,543.0,186.0,74.0,76.7,583.0,163.0,31.0,35.0,698.0
1591.0,1447.0,1400.0,524.0,693.0,102.0,188.0,445.0,641.0,400.0,,426.0,360.0,365.0,432.0,276.0,450.0,179.0,75.0,47.0,559.0,62.0,34.0,45.0,
,,,498.0,,107.0,188.0,410.0,625.0,400.0,900.0,411.0,368.0,361.0,409.0,311.0,451.0,,74.0,53.6,566.0,101.0,21.0,10.0,
,,,527.0,,89.0,188.0,481.0,673.0,441.0,,393.0,367.0,312.0,430.0,227.0,464.0,170.0,66.0,40.0,575.0,96.0,26.0,40.0,
,,,524.0,,106.0,188.0,470.0,646.0,430.0,790.0,438.0,368.0,368.0,416.0,307.0,512.0,158.0,74.0,55.7,566.0,71.0,24.0,40.0,
,,,523.0,,110.0,188.0,406.0,481.0,366.0,,454.0,398.0,401.0,430.0,334.0,552.0,166.0,76.0,61.0,,,21.0,40.0,
1524.0,1509.0,1390.0,513.0,793.0,100.0,189.0,485.0,668.0,437.0,,395.0,385.0,310.0,405.0,269.0,407.0,166.0,67.0,46.0,770.0,84.0,9.0,48.0,
1606.0,1471.0,1400.0,502.0,785.0,120.0,189.0,435.0,636.0,395.0,920.0,373.0,341.0,365.0,420.0,282.0,443.0,164.0,69.0,49.6,534.0,75.0,,40.0,630.0
1597.0,1541.0,1433.0,522.0,687.0,124.0,189.0,452.0,668.0,415.0,,453.0,390.0,377.0,407.0,302.0,466.0,161.0,76.0,68.0,598.0,76.0,1.0,37.0,
1747.0,1537.0,1440.0,509.0,717.0,112.0,189.0,446.0,729.0,406.0,1040.0,383.0,342.0,342.0,409.0,292.0,467.0,154.0,51.0,55.0,570.0,24.0,7.0,40.0,700.0
1622.0,1445.0,,509.0,693.0,92.0,189.0,437.0,644.0,377.0,,351.0,358.0,312.0,425.0,275.0,471.0,164.0,70.0,47.0,556.0,136.0,32.0,60.0,
1547.0,1470.0,1379.0,483.0,708.0,136.0,189.0,436.0,636.0,391.0,920.0,473.0,390.0,420.0,436.0,383.0,526.0,171.0,75.0,67.0,517.0,,51.0,45.0,684.0
1628.0,1500.0,,508.0,778.0,110.0,190.0,475.0,650.0,435.0,,347.0,368.0,313.0,420.0,215.0,455.0,164.0,70.0,44.7,540.0,91.0,14.0,40.0,
1383.0,,,529.0,,117.0,190.0,447.0,623.0,400.0,,494.0,361.0,315.0,423.0,295.0,456.0,175.0,77.0,47.3,562.0,131.0,9.0,47.0,
,,,541.0,,112.0,190.0,477.0,689.0,441.0,750.0,460.0,380.0,327.0,431.0,268.0,462.0,179.0,82.0,52.5,596.0,95.0,15.0,36.0,
1753.0,1598.0,1495.0,520.0,705.0,128.0,190.0,484.0,689.0,452.0,1079.0,454.0,411.0,387.0,487.0,324.0,495.0,184.0,76.0,70.0,581.0,76.0,15.0,32.0,713.0
,,,538.0,,90.0,190.0,485.0,694.0,445.0,,441.0,375.0,351.0,445.0,253.0,512.0,187.0,80.0,52.5,595.0,65.0,19.0,40.0,
,,,503.0,,123.0,190.0,449.0,644.0,399.0,920.0,454.0,386.0,358.0,433.0,354.0,515.0,158.0,72.0,58.4,533.0,80.0,81.0,50.0,
1659.0,1543.0,1472.0,522.0,732.0,114.0,191.0,486.0,616.0,461.0,,434.0,402.0,413.0,446.0,331.0,468.0,185.0,71.0,67.3,571.0,124.0,11.0,25.0,
1598.0,1521.0,1414.0,505.0,714.0,130.0,191.0,468.0,663.0,423.0,1023.0,441.0,380.0,381.0,434.0,309.0,478.0,178.0,77.0,59.2,565.0,73.0,25.0,45.0,707.0
,,,540.0,,116.0,191.0,434.0,651.0,409.0,862.0,436.0,368.0,361.0,421.0,296.0,483.0,158.0,68.0,53.4,568.0,88.0,21.0,25.0,
1737.0,1533.0,1438.0,547.0,658.0,147.0,191.0,406.0,688.0,361.0,1100.0,447.0,393.0,395.0,414.0,338.0,518.0,162.0,76.0,72.0,586.0,74.0,1.0,45.0,697.0
1642.0,1640.0,1552.0,558.0,767.0,124.0,191.0,445.0,685.0,420.0,945.0,447.0,380.0,395.0,475.0,245.0,533.0,183.0,77.0,59.0,604.0,76.0,17.0,25.0,
,,,499.0,,104.0,192.0,443.0,619.0,413.0,,423.0,391.0,370.0,412.0,297.0,431.0,177.0,73.0,54.4,531.0,35.0,26.0,30.0,
,,,503.0,,146.0,192.0,476.0,622.0,431.0,880.0,437.0,364.0,358.0,402.0,378.0,478.0,159.0,72.0,59.5,514.0,51.0,106.0,45.0,
1602.0,1528.0,1444.0,510.0,696.0,138.0,192.0,423.0,702.0,399.0,930.0,427.0,375.0,416.0,426.0,331.0,487.0,165.0,80.0,71.3,573.0,66.0,1.0,24.0,723.0
1587.0,1492.0,1377.0,472.0,689.0,114.0,192.0,462.0,587.0,412.0,,421.0,357.0,340.0,421.0,372.0,491.0,172.0,76.0,54.5,521.0,118.0,41.0,50.0,
,,,562.0,,112.0,192.0,476.0,707.0,444.0,,477.0,402.0,424.0,454.0,336.0,511.0,170.0,71.0,67.5,625.0,86.0,34.0,32.0,
,1434.0,,440.0,,115.0,192.0,464.0,587.0,427.0,780.0,344.0,328.0,301.0,375.0,327.0,521.0,135.0,74.0,36.0,482.0,,89.0,37.0,
1637.0,1531.0,1431.0,509.0,695.0,104.0,193.0,456.0,668.0,436.0,,378.0,369.0,346.0,419.0,256.0,449.0,177.0,77.0,49.5,571.0,79.0,56.0,20.0,
1705.0,1583.0,1493.0,541.0,746.0,111.0,193.0,489.0,694.0,444.0,,448.0,364.0,363.0,444.0,314.0,480.0,176.0,73.0,53.6,573.0,31.0,36.0,45.0,
1660.0,1505.0,1412.0,519.0,736.0,139.0,193.0,417.0,709.0,367.0,1052.0,381.0,372.0,342.0,436.0,270.0,482.0,169.0,70.0,53.0,547.0,28.0,45.0,50.0,717.0
1539.0,1435.0,1331.0,509.0,672.0,154.0,193.0,431.0,580.0,421.0,,435.0,413.0,398.0,423.0,365.0,510.0,141.0,73.0,75.4,530.0,72.0,18.0,10.0,
,,,545.0,,132.0,193.0,431.0,678.0,386.0,900.0,414.0,384.0,334.0,419.0,283.0,521.0,165.0,69.0,53.0,559.0,81.0,26.0,45.0,
1427.0,1373.0,1271.0,492.0,620.0,98.0,194.0,367.0,598.0,347.0,750.0,340.0,318.0,286.0,399.0,315.0,416.0,145.0,73.0,30.0,516.0,92.0,6.0,20.0,623.0
1643.0,1579.0,1467.0,552.0,758.0,121.0,194.0,473.0,654.0,428.0,,398.0,402.0,404.0,460.0,358.0,477.0,172.0,77.0,75.9,616.0,81.0,,45.0,
,,,545.0,,128.0,194.0,463.0,635.0,428.0,930.0,511.0,419.0,414.0,443.0,402.0,500.0,183.0,73.0,71.6,598.0,101.0,41.0,35.0,
,1375.0,,496.0,,104.0,195.0,431.0,615.0,381.0,580.0,448.0,380.0,352.0,399.0,289.0,456.0,146.0,68.0,50.5,496.0,41.0,11.0,50.0,
1753.0,1605.0,1497.0,547.0,791.0,145.0,195.0,427.0,712.0,382.0,1040.0,457.0,395.0,380.0,461.0,338.0,506.0,191.0,80.0,68.8,597.0,79.0,8.0,45.0,748.0
1742.0,1521.0,1451.0,547.0,724.0,129.0,196.0,438.0,732.0,388.0,1050.0,453.0,395.0,394.0,442.0,307.0,459.0,178.0,84.0,68.0,600.0,81.0,1.0,50.0,708.0
1678.0,1514.0,1407.0,531.0,,118.0,196.0,438.0,611.0,403.0,,362.0,381.0,339.0,425.0,286.0,495.0,168.0,76.0,44.0,542.0,86.0,71.0,35.0,
,1562.0,1481.0,531.0,736.0,128.0,196.0,463.0,680.0,423.0,,421.0,394.0,434.0,486.0,298.0,528.0,198.0,82.0,60.4,565.0,65.0,11.0,40.0,
1625.0,1535.0,1459.0,520.0,734.0,122.0,197.0,441.0,720.0,401.0,,377.0,379.0,400.0,431.0,356.0,469.0,163.0,73.0,62.8,571.0,123.0,11.0,40.0,
1801.0,1573.0,1457.0,528.0,726.0,116.0,197.0,476.0,686.0,434.0,1046.0,435.0,351.0,352.0,433.0,289.0,492.0,155.0,76.0,55.0,,84.0,13.0,42.0,720.0
1670.0,1532.0,1418.0,520.0,687.0,113.0,197.0,443.0,677.0,418.0,,423.0,364.0,348.0,424.0,272.0,492.0,177.0,73.0,48.3,567.0,100.0,30.0,25.0,
1825.0,1610.0,1521.0,698.0,738.0,128.0,197.0,474.0,,439.0,,399.0,376.0,357.0,457.0,284.0,504.0,185.0,70.0,54.0,551.0,56.0,74.0,35.0,
1730.0,1606.0,1490.0,564.0,790.0,130.0,197.0,451.0,770.0,406.0,1003.0,518.0,427.0,426.0,456.0,351.0,509.0,174.0,79.0,85.0,625.0,71.0,,45.0,761.0
1695.0,1532.0,1426.0,536.0,709.0,138.0,197.0,428.0,687.0,403.0,980.0,504.0,416.0,416.0,473.0,344.0,510.0,184.0,76.0,71.5,574.0,90.0,16.0,25.0,
1613.0,1421.0,1318.0,498.0,667.0,125.0,197.0,453.0,650.0,398.0,970.0,379.0,355.0,375.0,450.0,249.0,513.0,172.0,70.0,50.3,530.0,73.0,12.0,55.0,627.0
,,,555.0,,137.0,197.0,449.0,676.0,394.0,,482.0,414.0,408.0,443.0,366.0,522.0,168.0,73.0,80.0,570.0,66.0,46.0,55.0,
1760.0,1660.0,1511.0,549.0,814.0,120.0,197.0,499.0,709.0,459.0,,409.0,380.0,370.0,488.0,304.0,532.0,186.0,73.0,65.4,599.0,96.0,16.0,40.0,
,,,484.0,,123.0,197.0,476.0,653.0,440.0,,484.0,390.0,404.0,444.0,339.0,553.0,178.0,78.0,69.1,552.0,135.0,68.0,36.0,
1720.0,1575.0,1468.0,543.0,745.0,117.0,198.0,463.0,690.0,415.0,1000.0,398.0,393.0,391.0,445.0,343.0,468.0,185.0,78.0,64.7,597.0,98.0,6.0,48.0,
1649.0,1525.0,1415.0,545.0,699.0,136.0,198.0,433.0,681.0,393.0,980.0,477.0,405.0,364.0,443.0,262.0,475.0,169.0,75.0,59.5,583.0,76.0,1.0,40.0,706.0
,1437.0,1317.0,525.0,,130.0,198.0,436.0,608.0,414.0,,455.0,363.0,377.0,429.0,299.0,481.0,156.0,73.0,57.7,531.0,78.0,3.0,22.0,
1701.0,1613.0,1506.0,546.0,772.0,155.0,198.0,469.0,685.0,414.0,1040.0,531.0,429.0,427.0,472.0,328.0,511.0,180.0,79.0,84.0,581.0,61.0,11.0,55.0,771.0
1773.0,1620.0,1511.0,571.0,763.0,127.0,199.0,459.0,756.0,419.0,1100.0,373.0,398.0,358.0,454.0,267.0,439.0,180.0,74.0,55.1,628.0,64.0,28.0,40.0,723.0
1723.0,1581.0,1468.0,515.0,743.0,132.0,199.0,534.0,,502.0,,602.0,435.0,566.0,446.0,550.0,468.0,169.0,78.0,123.1,545.0,87.0,44.0,32.0,
1733.0,1554.0,1458.0,546.0,725.0,112.0,199.0,452.0,644.0,442.0,,407.0,382.0,374.0,452.0,345.0,472.0,183.0,72.0,67.2,576.0,161.0,46.0,10.0,
1545.0,1496.0,1349.0,534.0,759.0,135.0,199.0,455.0,622.0,410.0,870.0,528.0,388.0,354.0,439.0,368.0,483.0,166.0,71.0,63.4,534.0,46.0,8.0,45.0,
1701.0,1509.0,1396.0,522.0,675.0,122.0,199.0,461.0,661.0,416.0,,472.0,415.0,351.0,440.0,291.0,486.0,174.0,73.0,61.9,557.0,86.0,14.0,45.0,
1473.0,1526.0,1367.0,533.0,712.0,134.0,199.0,420.0,686.0,380.0,,420.0,388.0,465.0,416.0,428.0,504.0,165.0,77.0,88.8,573.0,51.0,14.0,40.0,
,,,592.0,,102.0,199.0,516.0,628.0,476.0,,428.0,384.0,332.0,442.0,282.0,512.0,152.0,75.0,45.5,603.0,131.0,51.0,40.0,
1714.0,1629.0,1503.0,567.0,763.0,141.0,199.0,446.0,717.0,398.0,960.0,397.0,387.0,361.0,466.0,291.0,536.0,178.0,80.0,58.8,612.0,87.0,7.0,48.0,
1602.0,1550.0,1422.0,556.0,757.0,126.0,200.0,420.0,702.0,385.0,660.0,378.0,370.0,380.0,424.0,338.0,389.0,174.0,76.0,61.5,619.0,97.0,1.0,35.0,
,1465.0,,528.0,,107.0,200.0,435.0,629.0,400.0,,405.0,345.0,325.0,415.0,293.0,462.0,175.0,70.0,48.7,538.0,116.0,39.0,35.0,
1678.0,1495.0,1385.0,525.0,700.0,120.0,200.0,443.0,715.0,378.0,1040.0,444.0,389.0,358.0,415.0,270.0,463.0,175.0,71.0,56.2,545.0,57.0,1.0,65.0,705.0
1687.0,1535.0,1429.0,521.0,705.0,124.0,200.0,425.0,675.0,386.0,,453.0,372.0,405.0,434.0,318.0,471.0,183.0,73.0,63.0,573.0,94.0,16.0,39.0,
1586.0,1437.0,1324.0,511.0,662.0,124.0,200.0,443.0,636.0,403.0,897.0,468.0,405.0,386.0,424.0,355.0,473.0,165.0,67.0,62.0,566.0,81.0,26.0,40.0,650.0
1375.0,,,537.0,,118.0,200.0,489.0,722.0,444.0,,397.0,364.0,391.0,471.0,303.0,478.0,193.0,79.0,59.0,593.0,78.0,27.0,45.0,
,,,577.0,,112.0,200.0,477.0,692.0,445.0,,390.0,357.0,318.0,428.0,260.0,483.0,175.0,70.0,51.5,587.0,125.0,11.0,32.0,
,1543.0,,560.0,,103.0,200.0,443.0,703.0,413.0,980.0,398.0,378.0,368.0,443.0,314.0,483.0,181.0,70.0,56.2,607.0,114.0,16.0,30.0,
,,,555.0,700.0,130.0,200.0,441.0,673.0,411.0,,399.0,363.0,366.0,413.0,309.0,490.0,174.0,80.0,60.5,580.0,91.0,14.0,30.0,
1650.0,1440.0,1400.0,500.0,670.0,120.0,200.0,396.0,647.0,356.0,1010.0,477.0,364.0,382.0,426.0,375.0,500.0,160.0,89.0,66.1,543.0,85.0,30.0,40.0,605.0
1703.0,1601.0,1493.0,508.0,786.0,132.0,200.0,455.0,667.0,402.0,,446.0,397.0,348.0,446.0,288.0,506.0,168.0,67.0,62.0,543.0,70.0,21.0,53.0,
,,,586.0,,123.0,200.0,481.0,739.0,431.0,900.0,435.0,403.0,426.0,474.0,373.0,553.0,196.0,84.0,77.3,642.0,126.0,5.0,50.0,
1235.0,1359.0,1266.0,548.0,,114.0,201.0,419.0,641.0,394.0,,400.0,357.0,324.0,376.0,297.0,388.0,173.0,73.0,40.0,561.0,97.0,19.0,25.0,
1631.0,1494.0,1415.0,536.0,682.0,112.0,201.0,444.0,681.0,419.0,,413.0,355.0,366.0,395.0,295.0,431.0,157.0,71.0,58.5,562.0,56.0,16.0,25.0,
,,,565.0,,140.0,201.0,418.0,674.0,368.0,800.0,470.0,399.0,379.0,426.0,267.0,473.0,175.0,80.0,62.0,598.0,88.0,12.0,50.0,
1680.0,1614.0,1516.0,544.0,802.0,158.0,201.0,401.0,753.0,351.0,1000.0,427.0,389.0,429.0,451.0,381.0,551.0,174.0,76.0,84.0,601.0,49.0,1.0,50.0,824.0
,,,521.0,,144.0,201.0,475.0,623.0,437.0,680.0,391.0,390.0,339.0,436.0,345.0,557.0,174.0,71.0,54.0,556.0,46.0,19.0,38.0,
,,,561.0,,102.0,202.0,492.0,662.0,452.0,930.0,384.0,354.0,337.0,395.0,284.0,460.0,157.0,72.0,56.2,584.0,101.0,51.0,40.0,
1433.0,1410.0,1286.0,494.0,633.0,111.0,202.0,413.0,610.0,378.0,,449.0,386.0,386.0,426.0,346.0,475.0,175.0,73.0,62.2,516.0,136.0,16.0,35.0,
,1317.0,1204.0,521.0,,105.0,202.0,389.0,566.0,360.0,685.0,408.0,345.0,370.0,403.0,329.0,478.0,150.0,74.0,40.6,582.0,88.0,84.0,29.0,
1499.0,1495.0,1376.0,518.0,719.0,127.0,202.0,426.0,654.0,396.0,,472.0,394.0,383.0,410.0,334.0,482.0,165.0,69.0,62.0,558.0,54.0,40.0,30.0,
1687.0,1527.0,1417.0,438.0,709.0,132.0,202.0,441.0,681.0,391.0,1020.0,419.0,379.0,428.0,440.0,347.0,506.0,174.0,82.0,66.8,580.0,64.0,1.0,50.0,673.0
1502.0,1465.0,1106.0,528.0,700.0,138.0,203.0,402.0,684.0,362.0,,423.0,372.0,385.0,414.0,291.0,,162.0,72.0,59.4,563.0,78.0,6.0,40.0,
,1455.0,,555.0,,108.0,203.0,391.0,690.0,361.0,830.0,405.0,377.0,369.0,405.0,311.0,453.0,163.0,72.0,54.6,623.0,88.0,15.0,30.0,
1698.0,1573.0,1450.0,504.0,693.0,116.0,203.0,508.0,688.0,465.0,,489.0,377.0,365.0,447.0,296.0,454.0,171.0,71.0,62.5,564.0,63.0,8.0,43.0,
1529.0,1490.0,1413.0,522.0,702.0,131.0,203.0,399.0,688.0,369.0,960.0,418.0,391.0,341.0,430.0,313.0,459.0,174.0,79.0,54.7,539.0,50.0,1.0,30.0,691.0
1798.0,1629.0,1512.0,548.0,720.0,98.0,203.0,491.0,717.0,458.0,982.0,412.0,393.0,363.0,476.0,265.0,466.0,167.0,85.0,61.0,624.0,115.0,25.0,33.0,725.0
1680.0,1621.0,1501.0,543.0,795.0,107.0,203.0,479.0,704.0,429.0,,432.0,376.0,365.0,435.0,300.0,477.0,176.0,73.0,59.5,623.0,125.0,3.0,50.0,
1713.0,1550.0,1432.0,530.0,741.0,149.0,203.0,448.0,705.0,408.0,957.0,564.0,444.0,429.0,453.0,387.0,486.0,175.0,73.0,87.7,580.0,95.0,13.0,40.0,684.0
2009.0,1718.0,1595.0,586.0,780.0,115.0,203.0,519.0,745.0,467.0,1213.0,444.0,420.0,375.0,475.0,280.0,508.0,194.0,81.0,65.3,622.0,66.0,9.0,52.0,765.0
1445.0,1453.0,1347.0,495.0,689.0,128.0,204.0,421.0,622.0,381.0,,443.0,396.0,384.0,418.0,340.0,461.0,159.0,79.0,60.2,538.0,61.0,1.0,40.0,690.0
